Timepoint,B,CD4 Memory T,CD8 Memory T,Early Lymphoid,HSC MPP,Monocyte,NK,Naive T,Pre-B,Pro-B
0,0.0129366106080207,0.014230271668822769,0.04139715394566624,0.00517464424320828,0.00258732212160414,0.00258732212160414,0.04139715394566624,0.031047865459249677,0.09961190168175937,0.7373868046571799
15,0.15225707727620505,0.03621525121142566,0.2346340219331803,0.0,0.0,0.0017852588625350675,0.5093088497832186,0.051262433052792655,0.00102014792144861,0.004335628666156593
